ID; COMPRAS ACUMULADAS ;MESES CUMPLIENDO VENTAS;ESTADO CIVIL;SEXO;Ubicaci—n geogr‡fica
2932; $ 309.494.100 ;1;SOLTERO;FEMENINO;Este
2933; $ 256.347.000 ;3;SOLTERO;FEMENINO;Este
2934; $ 575.345.500 ;4;SOLTERO;FEMENINO;Este
2935; $ 270.009.850 ;6;SOLTERO;FEMENINO;Este
2936; $ 579.255.850 ;7;SOLTERO;FEMENINO;Este
2937; $ 647.287.300 ;5;SOLTERO;FEMENINO;Este
2938; $ 430.386.000 ;2;SOLTERO;FEMENINO;Este
2939; $ 1.185.244.750 ;3;SOLTERO;FEMENINO;Este
2940; $ 1.044.152.450 ;5;SOLTERO;FEMENINO;Este
2941; $ 2.860.564.100 ;7;SOLTERO;FEMENINO;Este
2942; $ 251.431.550 ;8;SOLTERO;FEMENINO;Este
2943; $ 3.486.748.300 ;9;SOLTERO;FEMENINO;Este
2944; $ 366.197.400 ;3;SOLTERO;FEMENINO;Este
2945; $ 636.891.850 ;3;SOLTERO;FEMENINO;Este
2946; $ 527.590.750 ;0;SOLTERO;FEMENINO;Este
2947; $ 764.934.400 ;8;SOLTERO;FEMENINO;Este
2948; $ 375.217.550 ;2;SOLTERO;FEMENINO;Este
2949; $ 478.961.550 ;5;SOLTERO;FEMENINO;Este
2950; $ 469.932.650 ;6;SOLTERO;FEMENINO;Este
2951; $ 444.636.400 ;1;SOLTERO;FEMENINO;Este
2952; $ 482.332.250 ;0;SOLTERO;FEMENINO;Este
2953; $ 486.874.500 ;6;SOLTERO;FEMENINO;Este
2954; $ 881.995.400 ;4;SOLTERO;FEMENINO;Este
2955; $ 229.865.050 ;2;SOLTERO;FEMENINO;Este
2956; $ 369.410.450 ;5;SOLTERO;FEMENINO;Este
2957; $ 481.634.900 ;2;SOLTERO;FEMENINO;Este
2958; $ 316.424.750 ;5;SOLTERO;FEMENINO;Este
2959; $ 139.184.650 ;0;SOLTERO;FEMENINO;Este
2960; $ 518.559.850 ;4;SOLTERO;FEMENINO;Este
2961; $ 1.335.145.950 ;2;SOLTERO;FEMENINO;Este
2962; $ 150.649.250 ;0;SOLTERO;FEMENINO;Este
2963; $ 670.809.900 ;9;SOLTERO;FEMENINO;Este
2964; $ 247.299.050 ;3;SOLTERO;FEMENINO;Este
2965; $ 643.861.550 ;1;SOLTERO;FEMENINO;Este
2966; $ 1.650.526.000 ;7;SOLTERO;FEMENINO;Este
2967; $ 710.092.850 ;3;SOLTERO;FEMENINO;Este
2968; $ 469.515.050 ;7;SOLTERO;FEMENINO;Este
2969; $ 696.535.000 ;3;SOLTERO;FEMENINO;Este
2970; $ 820.352.250 ;9;SOLTERO;FEMENINO;Este
2971; $ 356.618.100 ;2;SOLTERO;FEMENINO;Este
2972; $ 245.608.500 ;7;SOLTERO;FEMENINO;Este
2973; $ 569.630.900 ;9;SOLTERO;FEMENINO;Este
2974; $ 2.920.056.400 ;5;SOLTERO;FEMENINO;Este
2975; $ 513.663.350 ;8;SOLTERO;FEMENINO;Este
2976; $ 371.629.050 ;1;SOLTERO;FEMENINO;Este
2977; $ 177.312.600 ;0;SOLTERO;FEMENINO;Este
2978; $ 277.602.650 ;3;SOLTERO;FEMENINO;Este
2979; $ 834.729.900 ;5;SOLTERO;FEMENINO;Este
2980; $ 775.544.200 ;3;SOLTERO;FEMENINO;Este
2981; $ 137.782.300 ;1;SOLTERO;FEMENINO;Este
2982; $ 707.453.200 ;8;SOLTERO;FEMENINO;Este
2983; $ 67.943.550 ;0;SOLTERO;FEMENINO;Este
2984; $ 458.929.250 ;8;SOLTERO;FEMENINO;Este
2985; $ 495.456.650 ;6;SOLTERO;FEMENINO;Este
2986; $ 269.830.250 ;4;SOLTERO;FEMENINO;Este
2987; $ 680.348.250 ;9;SOLTERO;FEMENINO;Este
2988; $ 313.197.900 ;2;SOLTERO;FEMENINO;Este
2989; $ 472.571.600 ;7;SOLTERO;FEMENINO;Este
2990; $ 353.684.750 ;3;SOLTERO;FEMENINO;Este
2991; $ 368.526.900 ;7;SOLTERO;FEMENINO;Este
2992; $ 747.507.450 ;6;SOLTERO;FEMENINO;Este
2993; $ 54.856.350 ;0;SOLTERO;FEMENINO;Este
2994; $ 631.408.550 ;5;SOLTERO;FEMENINO;Este
2995; $ 470.244.250 ;9;SOLTERO;FEMENINO;Este
2996; $ 398.825.950 ;3;SOLTERO;FEMENINO;Este
2997; $ 323.513.850 ;2;SOLTERO;FEMENINO;Este
2998; $ 362.305.200 ;0;SOLTERO;FEMENINO;Este
2999; $ 492.494.650 ;5;SOLTERO;FEMENINO;Este
3000; $ 624.008.750 ;5;SOLTERO;FEMENINO;Este
3001; $ 439.073.800 ;3;SOLTERO;FEMENINO;Este
3002; $ 700.770.850 ;2;SOLTERO;FEMENINO;Este
3003; $ 245.452.900 ;1;SOLTERO;FEMENINO;Este
3004; $ 352.708.350 ;1;SOLTERO;FEMENINO;Este
3005; $ 360.940.000 ;0;SOLTERO;FEMENINO;Este
3006; $ 663.172.200 ;4;SOLTERO;FEMENINO;Este
3007; $ 676.511.100 ;8;SOLTERO;FEMENINO;Este
3008; $ 552.505.600 ;9;SOLTERO;FEMENINO;Este
3009; $ 616.853.400 ;1;SOLTERO;FEMENINO;Este
3010; $ 1.237.889.150 ;9;SOLTERO;FEMENINO;Este
3011; $ 379.586.200 ;6;SOLTERO;FEMENINO;Este
3012; $ 702.660.550 ;8;SOLTERO;FEMENINO;Este
3013; $ 445.678.400 ;4;SOLTERO;FEMENINO;Este
3014; $ 573.779.700 ;6;SOLTERO;FEMENINO;Este
3015; $ 291.235.950 ;0;SOLTERO;FEMENINO;Este
3016; $ 2.934.257.350 ;6;SOLTERO;FEMENINO;Este
3017; $ 567.659.650 ;3;SOLTERO;FEMENINO;Este
3018; $ 365.783.600 ;4;SOLTERO;FEMENINO;Este
3019; $ 669.412.650 ;0;SOLTERO;FEMENINO;Este
3020; $ 449.997.350 ;6;SOLTERO;FEMENINO;Este
3021; $ 565.216.900 ;6;SOLTERO;FEMENINO;Este
3022; $ 838.937.650 ;5;SOLTERO;FEMENINO;Este
3023; $ 96.186.300 ;0;SOLTERO;FEMENINO;Este
3024; $ 480.836.350 ;8;SOLTERO;FEMENINO;Este
3025; $ 1.314.476.400 ;2;SOLTERO;FEMENINO;Este
3026; $ 578.526.250 ;4;SOLTERO;FEMENINO;Este
3027; $ 520.625.500 ;3;SOLTERO;FEMENINO;Este
3028; $ 964.276.650 ;8;SOLTERO;FEMENINO;Este
3029; $ 391.089.400 ;3;SOLTERO;FEMENINO;Este
3030; $ 734.873.200 ;8;SOLTERO;FEMENINO;Este
3031; $ 1.029.322.500 ;9;SOLTERO;FEMENINO;Este
3032; $ 268.337.400 ;6;SOLTERO;FEMENINO;Este
3033; $ 908.077.400 ;8;SOLTERO;FEMENINO;Este
3034; $ 441.348.150 ;4;SOLTERO;FEMENINO;Este
3035; $ 511.893.950 ;9;SOLTERO;FEMENINO;Este
3036; $ 347.474.700 ;6;SOLTERO;FEMENINO;Este
3037; $ 374.889.850 ;6;SOLTERO;FEMENINO;Este
3038; $ 369.094.550 ;6;SOLTERO;FEMENINO;Este
3039; $ 860.508.000 ;9;SOLTERO;FEMENINO;Este
3040; $ 429.554.350 ;6;SOLTERO;FEMENINO;Este
3041; $ 627.138.500 ;9;SOLTERO;FEMENINO;Este
3042; $ 521.013.400 ;8;SOLTERO;FEMENINO;Este
3043; $ 363.570.350 ;8;SOLTERO;FEMENINO;Este
3044; $ 1.002.124.700 ;8;SOLTERO;FEMENINO;Este
3045; $ 496.992.200 ;8;SOLTERO;FEMENINO;Este
3046; $ 108.867.850 ;1;SOLTERO;FEMENINO;Este
3047; $ 487.483.400 ;8;SOLTERO;FEMENINO;Este
3048; $ 355.313.500 ;4;SOLTERO;FEMENINO;Este
3049; $ 706.112.800 ;2;SOLTERO;FEMENINO;Este
3050; $ 386.777.600 ;3;SOLTERO;FEMENINO;Este
3051; $ 817.679.150 ;6;SOLTERO;FEMENINO;Este
3052; $ 678.083.350 ;6;SOLTERO;FEMENINO;Este
3053; $ 267.622.800 ;4;SOLTERO;FEMENINO;Este
3054; $ 358.234.000 ;5;SOLTERO;FEMENINO;Este
3055; $ 462.605.500 ;8;SOLTERO;FEMENINO;Este
3056; $ 537.531.750 ;8;SOLTERO;FEMENINO;Este
3057; $ 537.599.750 ;5;SOLTERO;FEMENINO;Este
3058; $ 255.607.200 ;3;SOLTERO;FEMENINO;Este
3059; $ 979.288.950 ;3;SOLTERO;FEMENINO;Este
3060; $ 620.973.550 ;3;SOLTERO;FEMENINO;Este
3061; $ 746.442.900 ;5;SOLTERO;FEMENINO;Este
3062; $ 454.634.700 ;1;SOLTERO;FEMENINO;Este
3063; $ 566.973.250 ;6;SOLTERO;FEMENINO;Este
3064; $ 858.300.550 ;6;SOLTERO;FEMENINO;Este
3065; $ 519.616.950 ;6;SOLTERO;FEMENINO;Este
3066; $ 581.423.400 ;2;SOLTERO;FEMENINO;Este
3067; $ 500.030.600 ;3;SOLTERO;FEMENINO;Este
3068; $ 228.980.950 ;0;SOLTERO;FEMENINO;Este
3069; $ 561.651.850 ;4;SOLTERO;FEMENINO;Este
3070; $ 357.799.150 ;9;SOLTERO;FEMENINO;Este
3071; $ 714.217.250 ;6;SOLTERO;FEMENINO;Este
3072; $ 228.432.550 ;0;SOLTERO;FEMENINO;Este
3073; $ 381.197.850 ;4;SOLTERO;FEMENINO;Este
3074; $ 305.185.750 ;1;SOLTERO;FEMENINO;Este
3075; $ 359.232.500 ;1;SOLTERO;FEMENINO;Este
3076; $ 442.562.850 ;3;SOLTERO;FEMENINO;Este
3077; $ 278.803.050 ;3;SOLTERO;FEMENINO;Este
3078; $ 101.574.600 ;0;SOLTERO;FEMENINO;Este
3079; $ 627.394.250 ;7;SOLTERO;FEMENINO;Este
3080; $ 242.150.250 ;1;SOLTERO;FEMENINO;Este
3081; $ 345.558.050 ;2;SOLTERO;FEMENINO;Este
3082; $ 467.528.700 ;2;SOLTERO;FEMENINO;Este
3083; $ 469.314.350 ;9;SOLTERO;FEMENINO;Este
3084; $ 434.309.550 ;6;SOLTERO;FEMENINO;Este
3085; $ 266.741.550 ;6;SOLTERO;FEMENINO;Este
3086; $ 232.985.650 ;0;SOLTERO;FEMENINO;Este
3087; $ 693.683.800 ;3;SOLTERO;FEMENINO;Este
3088; $ 232.593.100 ;6;SOLTERO;FEMENINO;Este
3089; $ 602.361.500 ;9;SOLTERO;FEMENINO;Este
3090; $ 926.934.350 ;4;SOLTERO;FEMENINO;Este
3091; $ 842.743.150 ;0;SOLTERO;FEMENINO;Este
3092; $ 473.184.950 ;1;SOLTERO;FEMENINO;Este
3093; $ 1.631.515.500 ;7;SOLTERO;FEMENINO;Este
3094; $ 564.650.650 ;9;SOLTERO;FEMENINO;Este
3095; $ 1.696.427.900 ;2;SOLTERO;FEMENINO;Este
3096; $ 660.410.050 ;4;SOLTERO;FEMENINO;Este
3097; $ 1.240.612.200 ;9;SOLTERO;FEMENINO;Este
3098; $ 348.784.850 ;6;SOLTERO;FEMENINO;Este
3099; $ 2.482.481.200 ;6;SOLTERO;FEMENINO;Este
3100; $ 644.655.000 ;4;SOLTERO;FEMENINO;Este
3101; $ 620.154.650 ;6;SOLTERO;FEMENINO;Este
3102; $ 446.907.150 ;8;SOLTERO;FEMENINO;Este
3103; $ 805.729.250 ;6;SOLTERO;FEMENINO;Este
3104; $ 830.065.600 ;5;SOLTERO;FEMENINO;Este
3105; $ 642.930.700 ;7;SOLTERO;FEMENINO;Este
3106; $ 301.181.350 ;6;SOLTERO;FEMENINO;Este
3107; $ 252.491.600 ;3;SOLTERO;FEMENINO;Este
3108; $ 372.600.950 ;1;SOLTERO;FEMENINO;Este
3109; $ 345.697.750 ;7;SOLTERO;FEMENINO;Este
3110; $ 330.176.050 ;9;SOLTERO;FEMENINO;Este
3111; $ 531.446.400 ;1;SOLTERO;FEMENINO;Este
3112; $ 211.878.300 ;3;SOLTERO;FEMENINO;Este
3113; $ 1.054.302.800 ;3;SOLTERO;FEMENINO;Este
3114; $ 404.981.700 ;4;SOLTERO;FEMENINO;Este
3115; $ 453.387.850 ;3;SOLTERO;FEMENINO;Este
3116; $ 512.173.800 ;0;SOLTERO;FEMENINO;Este
3117; $ 395.525.850 ;0;SOLTERO;FEMENINO;Este
3118; $ 89.561.850 ;2;SOLTERO;FEMENINO;Este
3119; $ 398.801.000 ;0;SOLTERO;FEMENINO;Este
3120; $ 257.150.100 ;0;SOLTERO;FEMENINO;Este
3121; $ 798.700.950 ;1;SOLTERO;FEMENINO;Este
3122; $ 280.514.650 ;5;SOLTERO;FEMENINO;Este
3123; $ 873.737.300 ;0;SOLTERO;FEMENINO;Este
3124; $ 404.137.100 ;6;SOLTERO;FEMENINO;Este
3125; $ 333.618.300 ;6;SOLTERO;FEMENINO;Este
3126; $ 638.285.450 ;6;SOLTERO;FEMENINO;Este
3127; $ 277.823.800 ;0;SOLTERO;FEMENINO;Este
3128; $ 497.001.250 ;4;SOLTERO;FEMENINO;Este
3129; $ 252.651.400 ;2;SOLTERO;FEMENINO;Este
3130; $ 370.337.900 ;4;SOLTERO;FEMENINO;Este
3131; $ 457.393.850 ;0;SOLTERO;FEMENINO;Este
3132; $ 648.824.750 ;6;SOLTERO;FEMENINO;Este
3133; $ 332.825.150 ;5;SOLTERO;FEMENINO;Este
3134; $ 1.005.623.500 ;9;SOLTERO;FEMENINO;Este
3135; $ 518.525.650 ;9;SOLTERO;FEMENINO;Este
3136; $ 324.097.450 ;1;SOLTERO;FEMENINO;Este
3137; $ 1.033.299.250 ;9;SOLTERO;FEMENINO;Este
3138; $ 173.995.600 ;2;SOLTERO;FEMENINO;Este
3139; $ 996.477.050 ;4;SOLTERO;FEMENINO;Este
3140; $ 306.384.400 ;7;SOLTERO;FEMENINO;Este
3141; $ 806.098.200 ;6;SOLTERO;FEMENINO;Este
3142; $ 378.295.200 ;6;SOLTERO;FEMENINO;Este
3143; $ 312.459.100 ;3;SOLTERO;FEMENINO;Este
3144; $ 1.340.020.950 ;5;SOLTERO;FEMENINO;Este
3145; $ 390.576.700 ;6;SOLTERO;FEMENINO;Este
3146; $ 476.532.350 ;7;SOLTERO;FEMENINO;Este
3147; $ 449.414.800 ;3;SOLTERO;FEMENINO;Este
3148; $ 235.848.400 ;2;SOLTERO;FEMENINO;Este
3149; $ 385.217.750 ;0;SOLTERO;FEMENINO;Este
3150; $ 196.337.800 ;2;SOLTERO;FEMENINO;Este
3151; $ 217.461.650 ;6;SOLTERO;FEMENINO;Este
3152; $ 596.466.100 ;6;SOLTERO;FEMENINO;Este
3153; $ 350.253.750 ;0;SOLTERO;FEMENINO;Este
3154; $ 304.943.450 ;6;SOLTERO;FEMENINO;Este
3155; $ 448.280.300 ;8;SOLTERO;FEMENINO;Este
3156; $ 279.985.300 ;4;SOLTERO;FEMENINO;Este
3157; $ 530.118.750 ;0;SOLTERO;FEMENINO;Este
3158; $ 481.027.950 ;2;SOLTERO;FEMENINO;Este
3159; $ 187.678.850 ;0;SOLTERO;FEMENINO;Este
3160; $ 1.345.064.900 ;9;SOLTERO;FEMENINO;Este
3161; $ 1.024.310.750 ;3;SOLTERO;FEMENINO;Este
3162; $ 239.813.950 ;0;SOLTERO;FEMENINO;Este
3163; $ 424.125.950 ;7;SOLTERO;FEMENINO;Este
3164; $ 330.898.150 ;0;SOLTERO;FEMENINO;Este
3165; $ 594.611.050 ;2;SOLTERO;FEMENINO;Este
3166; $ 722.190.950 ;3;SOLTERO;FEMENINO;Este
3167; $ 578.602.250 ;2;SOLTERO;FEMENINO;Este
3168; $ 384.823.250 ;1;SOLTERO;FEMENINO;Este
3169; $ 624.693.350 ;4;SOLTERO;FEMENINO;Este
3170; $ 535.466.150 ;0;SOLTERO;FEMENINO;Este
3171; $ 327.573.850 ;0;SOLTERO;FEMENINO;Este
3172; $ 1.070.290.700 ;8;SOLTERO;FEMENINO;Este
3173; $ 594.936.900 ;7;SOLTERO;FEMENINO;Este
3174; $ 462.188.450 ;9;SOLTERO;FEMENINO;Este
3175; $ 585.730.800 ;4;SOLTERO;FEMENINO;Este
3176; $ 376.112.450 ;0;SOLTERO;FEMENINO;Este
3177; $ 447.288.750 ;4;SOLTERO;FEMENINO;Este
3178; $ 418.452.100 ;6;SOLTERO;FEMENINO;Este
3179; $ 428.612.850 ;4;SOLTERO;FEMENINO;Este
3180; $ 307.152.000 ;3;SOLTERO;FEMENINO;Este
3181; $ 223.277.250 ;5;SOLTERO;FEMENINO;Este
3182; $ 274.078.900 ;2;SOLTERO;FEMENINO;Este
3183; $ 256.130.650 ;1;SOLTERO;FEMENINO;Este
3184; $ 371.075.000 ;5;SOLTERO;FEMENINO;Este
3185; $ 367.301.350 ;5;SOLTERO;FEMENINO;Este
3186; $ 515.436.550 ;7;SOLTERO;FEMENINO;Este
3187; $ 390.392.750 ;3;SOLTERO;FEMENINO;Este
3188; $ 347.234.350 ;2;SOLTERO;FEMENINO;Este
3189; $ 64.276.350 ;2;SOLTERO;FEMENINO;Este
3190; $ 408.319.850 ;0;SOLTERO;FEMENINO;Este
3191; $ 413.023.950 ;5;SOLTERO;FEMENINO;Este
3192; $ 547.834.850 ;7;SOLTERO;FEMENINO;Este
3193; $ 645.060.500 ;2;SOLTERO;FEMENINO;Este
3194; $ 788.479.650 ;9;SOLTERO;FEMENINO;Este
3195; $ 578.166.900 ;4;SOLTERO;FEMENINO;Este
3196; $ 367.233.950 ;0;SOLTERO;FEMENINO;Este
3197; $ 1.651.573.050 ;0;SOLTERO;FEMENINO;Este
3198; $ 489.352.050 ;2;SOLTERO;FEMENINO;Este
3199; $ 153.201.250 ;0;SOLTERO;FEMENINO;Este
3200; $ 451.178.350 ;5;SOLTERO;FEMENINO;Este
3201; $ 141.022.400 ;0;SOLTERO;FEMENINO;Este
3202; $ 432.906.900 ;0;SOLTERO;FEMENINO;Este
3203; $ 861.195.950 ;8;SOLTERO;FEMENINO;Este
3204; $ 552.799.050 ;2;SOLTERO;FEMENINO;Este
3205; $ 295.717.350 ;1;SOLTERO;FEMENINO;Este
3206; $ 298.087.650 ;5;SOLTERO;FEMENINO;Este
3207; $ 481.890.550 ;8;SOLTERO;FEMENINO;Este
3208; $ 1.261.907.150 ;6;SOLTERO;FEMENINO;Este
3209; $ 371.745.700 ;6;SOLTERO;FEMENINO;Este
3210; $ 328.650.800 ;8;SOLTERO;FEMENINO;Este
3211; $ 316.246.450 ;4;SOLTERO;FEMENINO;Este
3212; $ 406.167.850 ;3;SOLTERO;FEMENINO;Este
3213; $ 816.858.800 ;9;SOLTERO;FEMENINO;Este
3214; $ 174.566.900 ;3;SOLTERO;FEMENINO;Este
3215; $ 530.677.000 ;6;SOLTERO;FEMENINO;Este
3216; $ 583.527.950 ;1;SOLTERO;FEMENINO;Este
3217; $ 261.790.250 ;4;SOLTERO;FEMENINO;Este
3218; $ 297.712.450 ;4;SOLTERO;FEMENINO;Este
3219; $ 226.555.350 ;2;SOLTERO;FEMENINO;Este
3220; $ 294.001.900 ;5;SOLTERO;FEMENINO;Este
3221; $ 339.799.100 ;5;SOLTERO;FEMENINO;Este
3222; $ 97.714.850 ;0;SOLTERO;FEMENINO;Este
3223; $ 213.302.600 ;6;SOLTERO;FEMENINO;Este
3224; $ 1.740.928.300 ;4;SOLTERO;FEMENINO;Este
3225; $ 3.654.557.650 ;6;SOLTERO;FEMENINO;Este
3226; $ 348.845.000 ;3;SOLTERO;FEMENINO;Este
3227; $ 130.874.650 ;0;SOLTERO;FEMENINO;Este
3228; $ 636.216.400 ;2;SOLTERO;FEMENINO;Este
3229; $ 560.046.650 ;0;SOLTERO;FEMENINO;Este
3230; $ 987.957.650 ;3;SOLTERO;FEMENINO;Este
3231; $ 348.974.600 ;6;SOLTERO;FEMENINO;Este
3232; $ 268.877.800 ;2;SOLTERO;FEMENINO;Este
3233; $ 1.358.991.150 ;0;SOLTERO;FEMENINO;Este
3234; $ 271.069.450 ;1;SOLTERO;FEMENINO;Este
3235; $ 151.196.600 ;0;SOLTERO;FEMENINO;Este
3236; $ 158.282.600 ;0;SOLTERO;FEMENINO;Este
3237; $ 269.167.800 ;0;SOLTERO;FEMENINO;Este
3238; $ 2.253.552.750 ;6;SOLTERO;FEMENINO;Este
3239; $ 326.124.000 ;6;SOLTERO;FEMENINO;Este
3240; $ 145.078.200 ;0;SOLTERO;FEMENINO;Este
3241; $ 491.508.200 ;5;SOLTERO;FEMENINO;Este
3242; $ 266.449.800 ;0;SOLTERO;FEMENINO;Este
3243; $ 559.834.200 ;4;SOLTERO;FEMENINO;Este
3244; $ 179.941.550 ;4;SOLTERO;FEMENINO;Este
3245; $ 285.895.850 ;3;SOLTERO;FEMENINO;Este
3246; $ 232.691.250 ;0;SOLTERO;FEMENINO;Este
3247; $ 337.206.050 ;2;SOLTERO;FEMENINO;Este
3248; $ 306.425.450 ;4;SOLTERO;FEMENINO;Este
3249; $ 396.625.100 ;4;SOLTERO;FEMENINO;Este
3250; $ 353.039.700 ;0;SOLTERO;FEMENINO;Este
3251; $ 296.721.050 ;5;SOLTERO;FEMENINO;Este
3252; $ 336.659.050 ;6;SOLTERO;FEMENINO;Este
3253; $ 620.615.600 ;5;SOLTERO;FEMENINO;Este
3254; $ 295.440.950 ;1;SOLTERO;FEMENINO;Este
3255; $ 213.436.050 ;0;SOLTERO;FEMENINO;Este
3256; $ 520.851.200 ;0;SOLTERO;FEMENINO;Este
3257; $ 475.909.100 ;5;SOLTERO;FEMENINO;Este
3258; $ 206.798.300 ;0;SOLTERO;FEMENINO;Este
3259; $ 250.936.100 ;2;SOLTERO;FEMENINO;Este
3260; $ 187.627.200 ;3;SOLTERO;FEMENINO;Este
3261; $ 186.546.500 ;2;SOLTERO;FEMENINO;Este
3262; $ 270.159.650 ;2;SOLTERO;FEMENINO;Este
3263; $ 289.371.950 ;1;SOLTERO;FEMENINO;Este
3264; $ 267.486.850 ;1;SOLTERO;FEMENINO;Este
3265; $ 243.098.550 ;1;SOLTERO;FEMENINO;Este
3266; $ 217.611.750 ;2;SOLTERO;FEMENINO;Este
3267; $ 156.019.450 ;1;SOLTERO;FEMENINO;Este
3268; $ 433.984.450 ;5;SOLTERO;FEMENINO;Este
3269; $ 424.183.100 ;6;SOLTERO;FEMENINO;Este
3270; $ 327.249.750 ;3;SOLTERO;FEMENINO;Este
3271; $ 286.312.850 ;2;SOLTERO;FEMENINO;Este
3272; $ 311.285.900 ;4;SOLTERO;FEMENINO;Este
3273; $ 313.843.350 ;4;SOLTERO;FEMENINO;Este
3274; $ 206.925.650 ;1;SOLTERO;FEMENINO;Este
3275; $ 542.752.300 ;7;SOLTERO;FEMENINO;Este
3276; $ 282.872.750 ;3;SOLTERO;FEMENINO;Este
3277; $ 1.428.276.250 ;6;SOLTERO;FEMENINO;Este
3278; $ 325.060.750 ;6;SOLTERO;FEMENINO;Este
3279; $ 941.871.000 ;1;SOLTERO;FEMENINO;Este
3280; $ 744.073.650 ;0;SOLTERO;FEMENINO;Este
3281; $ 392.141.800 ;9;SOLTERO;FEMENINO;Este
3282; $ 290.311.050 ;0;SOLTERO;FEMENINO;Este
3283; $ 409.011.650 ;0;SOLTERO;FEMENINO;Este
3284; $ 302.010.750 ;3;SOLTERO;FEMENINO;Este
3285; $ 318.853.100 ;5;SOLTERO;FEMENINO;Este
3286; $ 402.026.400 ;5;SOLTERO;FEMENINO;Este
3287; $ 333.786.000 ;3;SOLTERO;FEMENINO;Este
3288; $ 295.463.650 ;1;SOLTERO;FEMENINO;Este
3289; $ 276.603.850 ;2;SOLTERO;FEMENINO;Este
3290; $ 223.482.300 ;0;SOLTERO;FEMENINO;Este
3291; $ 290.024.000 ;3;SOLTERO;FEMENINO;Este
3292; $ 827.443.050 ;0;SOLTERO;FEMENINO;Este
3293; $ 352.899.800 ;3;SOLTERO;FEMENINO;Este
3294; $ 92.775.950 ;0;SOLTERO;FEMENINO;Este
3295; $ 102.653.850 ;3;SOLTERO;FEMENINO;Este
3296; $ 266.710.350 ;5;SOLTERO;FEMENINO;Este
3297; $ 293.172.200 ;1;SOLTERO;FEMENINO;Este
3298; $ 303.115.250 ;2;SOLTERO;FEMENINO;Este
3299; $ 213.949.050 ;1;SOLTERO;FEMENINO;Este
3300; $ 493.700.900 ;6;SOLTERO;FEMENINO;Este
3301; $ 231.278.700 ;2;SOLTERO;FEMENINO;Este
3302; $ 342.954.450 ;2;SOLTERO;FEMENINO;Este
3303; $ 93.095.350 ;0;SOLTERO;FEMENINO;Este
3304; $ 220.022.500 ;3;SOLTERO;FEMENINO;Este
3305; $ 189.080.700 ;3;SOLTERO;FEMENINO;Este
3306; $ 314.989.100 ;6;SOLTERO;FEMENINO;Este
3307; $ 323.997.950 ;0;SOLTERO;FEMENINO;Este
3308; $ 619.782.850 ;1;SOLTERO;FEMENINO;Este
3309; $ 325.474.250 ;2;SOLTERO;FEMENINO;Este
3310; $ 898.446.450 ;1;SOLTERO;FEMENINO;Este
3311; $ 217.813.100 ;0;SOLTERO;FEMENINO;Este
3312; $ 219.749.850 ;0;SOLTERO;FEMENINO;Este
3313; $ 179.731.500 ;0;SOLTERO;FEMENINO;Este
3314; $ 698.129.350 ;6;SOLTERO;FEMENINO;Este
3315; $ 1.499.587.850 ;5;SOLTERO;FEMENINO;Este
3316; $ 279.103.550 ;4;SOLTERO;FEMENINO;Este
3317; $ 828.074.450 ;5;SOLTERO;FEMENINO;Este
3318; $ 462.169.250 ;1;SOLTERO;FEMENINO;Este
3319; $ 293.305.750 ;5;SOLTERO;FEMENINO;Este
3320; $ 273.434.150 ;0;SOLTERO;FEMENINO;Este
3321; $ 388.354.850 ;0;SOLTERO;FEMENINO;Este
3322; $ 231.091.300 ;0;SOLTERO;FEMENINO;Este
3323; $ 253.183.150 ;6;SOLTERO;FEMENINO;Este
3324; $ 256.703.550 ;2;SOLTERO;FEMENINO;Este
3325; $ 249.337.650 ;1;SOLTERO;FEMENINO;Este
3326; $ 246.978.850 ;3;SOLTERO;FEMENINO;Este
3327; $ 870.276.750 ;6;SOLTERO;FEMENINO;Este
3328; $ 243.434.000 ;3;SOLTERO;FEMENINO;Este
3329; $ 220.974.200 ;0;SOLTERO;FEMENINO;Este
3330; $ 450.924.500 ;1;SOLTERO;FEMENINO;Este
3331; $ 258.485.500 ;1;SOLTERO;FEMENINO;Este
3332; $ 10.190.150 ;0;SOLTERO;FEMENINO;Este
3333; $ 346.373.100 ;2;SOLTERO;FEMENINO;Este
3334; $ 61.009.000 ;0;SOLTERO;FEMENINO;Este
3335; $ 321.158.400 ;2;SOLTERO;FEMENINO;Este
3336; $ 289.304.650 ;2;SOLTERO;FEMENINO;Este
3337; $ 191.462.650 ;1;SOLTERO;FEMENINO;Este
3338; $ 296.589.100 ;1;SOLTERO;FEMENINO;Este
3339; $ 549.696.250 ;3;SOLTERO;FEMENINO;Este
3340; $ 625.560.650 ;0;SOLTERO;FEMENINO;Este
3341; $ 402.879.200 ;4;SOLTERO;FEMENINO;Este
3342; $ 234.651.600 ;1;SOLTERO;FEMENINO;Este
3343; $ 245.849.150 ;4;SOLTERO;FEMENINO;Este
3344; $ 188.677.700 ;2;SOLTERO;FEMENINO;Este
3345; $ 299.077.250 ;0;SOLTERO;FEMENINO;Este
3346; $ 145.740.600 ;0;SOLTERO;FEMENINO;Este
3347; $ 364.688.300 ;3;SOLTERO;FEMENINO;Este
3348; $ 252.150.550 ;2;SOLTERO;FEMENINO;Este
3349; $ 285.296.850 ;5;SOLTERO;FEMENINO;Este
3350; $ 411.422.600 ;6;SOLTERO;FEMENINO;Este
3351; $ 200.094.750 ;0;SOLTERO;FEMENINO;Este
